"ligand","receptor"
"Thbs1","Tnfrsf11b"
"Thbs2","Cd36"
"Thbs2","Cd47"
"Thbs2","Itga3"
"Thbs2","Itga4"
"Thbs2","Itga6"
"Thbs2","Itgb1"
"Thbs2","Itgb3"
"Thbs2","Lrp2"
"Thbs2","Lrp4"
"Thbs2","Notch3"
"Thbs2","Notch4"
"Thbs2","Sdc1"
"Thbs4","Cd36"
"Thbs4","Cd47"
"Thbs4","Itga3"
"Thbs4","Itgav"
"Thbs4","Itgb1"
"Thbs4","Itgb3"
"Thbs4","Sdc1"
"Thbs4","Sdc4"
"Thpo","Mpl"
"Thy1","Cntn1"
"Thy1","Itgam"
"Thy1","Gm49368"
"Thy1","Itgav"
"Thy1","Itgax"
"Thy1","Itgb2"
"Thy1","Itgb2l"
"Thy1","Itgb3"
"Tigit","Nectin2"
"Tigit","Nectin3"
"Tigit","Nectin4"
"Tigit","Pvr"
"Tigit","Reck"
"Tigit","Sirpa"
"Timd2","Cd300lb"
"Timd2","Igsf21"
"Timd2","Siglec1"
"Timd2","Timd4"
"Timd4","Havcr1"
"Timd4","Gm12169"
"Timd4","BC053393"
"Timd4","Timd2"
"Timd4","Siglece"
"Timp1","Cd63"
"Timp1","Fgfr2"
"Timp1","Mmp1a"
"Timp1","Mmp1b"
"Timp1","Mmp2"
"Timp1","Mmp9"
"Timp2","Cd44"
"Timp2","Itga3"
"Timp2","Itgb1"
"Timp2","Lrp2"
"Timp2","Mmp2"
"Timp3","Adam17"
"Timp3","Adamts4"
"Timp3","Agtr2"
"Timp3","Cd44"
"Timp3","Ddr1"
"Timp3","Kdr"
"Timp3","Met"
"Timp3","Mmp14"
"Timp3","Mmp2"
"Timp3","Mmp9"
"Tmem190","Igsf11"
"Tmprss6","Hjv"
"Tnc","Cntn1"
"Tnc","Egfr"
"Tnc","Itga5"
"Tnc","Itga7"
"Tnc","Itga8"
"Tnc","Itga9"
"Tnc","Itgav"
"Tnc","Itgb1"
"Tnc","Itgb3"
"Tnc","Itgb6"
"Tnc","Ptprb"
"Tnc","Ptprz1"
"Tnc","Sdc1"
"Tnf","Ltbr"
"Tnf","Tnfrsf1a"
"Tnf","Tnfrsf1b"
"Tnf","Tnfrsf21"
"Tnf","Traf2"
"Tnfrsf14","Btla"
"Tnfrsf14","Cd160"
"Tnfrsf14","Lrfn5"
"Tnfrsf14","Traf2"
"Tnfsf10","Tnfrsf10b"
"Tnfsf10","Tnfrsf22"
"Tnfsf10","Tnfrsf26"
"Tnfsf10","Tnfrsf23"
"Tnfsf10","Tnfrsf11b"
"Tnfsf11","Tnfrsf11a"
"Tnfsf11","Tnfrsf11b"
"Tnfsf12","Cd163"
"Tnfsf12","Tnfrsf12a"
"Tnfsf12","Tnfrsf25"
"Tnfsf12","Tnfrsf8"
"Tnfsf13","Fas"
"Tnfsf13","Sdc2"
"Tnfsf13","Tnfrsf11b"
"Tnfsf13","Tnfrsf13b"
"Tnfsf13","Tnfrsf14"
"Tnfsf13","Tnfrsf17"
"Tnfsf13","Tnfrsf1a"
"Tnfsf13b","Tnfrsf13b"
"Tnfsf13b","Tnfrsf13c"
"Tnfsf13b","Tnfrsf17"
"Tnfsf14","Ltbr"
"Tnfsf14","Tnfrsf14"
"Tnfsf15","Tnfrsf25"
"Tnfsf18","Tnfrsf18"
"Tnfsf4","Tnfrsf4"
"Tnfsf4","Traf2"
"Tnfsf8","Tnfrsf8"
"Tnfsf9","Fcrl1"
"Tnfsf9","Pvr"
"Tnfsf9","Tnfrsf9"
"Tnfsf9","Traf2"
"Tnn","Itga2b"
"Tnn","Itga8"
"Tnn","Itga9"
"Tnn","Itgav"
"Tnn","Itgb1"
"Tnn","Itgb3"
"Tnn","Itgb6"
"Tnn","Sdc1"
"Tnn","Sdc4"
"Tnr","Itga2b"
"Tnr","Itga8"
"Tnr","Itga9"
"Tnr","Itgav"
"Tnr","Itgb1"
"Tnr","Itgb3"
"Tnr","Itgb6"
"Tnr","Sdc1"
"Tnr","Sdc4"
"Tnxb","Itga2b"
"Tnxb","Itga8"
"Tnxb","Itga9"
"Tnxb","Itgav"
"Tnxb","Itgb1"
"Tnxb","Itgb3"
"Tnxb","Itgb6"
"Tnxb","Sdc1"
"Tnxb","Sdc4"
"Tph1","Htr1a"
"Tph1","Htr1b"
"Tph1","Htr1d"
"Tph1","Htr1f"
"Tph1","Htr2a"
"Tph1","Htr2b"
"Tph1","Htr2c"
"Tph1","Htr4"
"Tph1","Htr5a"
"Tph1","Htr6"
"Tph1","Htr7"
"Tpo","Mpl"
"Tpsab1","F2rl1"
"Tpsb2","F2rl1"
"Tpsg1","Sirpa"
"Traf2","Map4k2"
"Traf2","Tnfrsf1b"
"Treml1","Kir3dl1"
"Treml4","Siglecf"
"Treml4","Siglece"
"Trf","Tfr2"
"Trf","Tfrc"
"Trh","Trhr"
"Try10","F2r"
"Try10","F2rl1"
"Try10","F2rl2"
"Try10","F2rl3"
"Try4","F2r"
"Try4","F2rl1"
"Try4","F2rl2"
"Try4","F2rl3"
"Try5","F2r"
"Try5","F2rl1"
"Try5","F2rl2"
"Try5","F2rl3"
"Tshb","Adcyap1r1"
"Tshb","Adrb2"
"Tshb","Adrb3"
"Tshb","Gpr20"
"Tshb","Gpr84"
"Tshb","Pth1r"
"Tshb","Ramp2"
"Tshb","Ramp3"
"Tshb","Tshr"
"Tshb","Vipr1"
"Tslp","Crlf2"
"Tslp","Il7r"
"Tspan3","Adam10"
"Tspan3","Cldn11"
"Tspan33","Adam10"
"Tspan33","Cldn11"
"Tspan5","Tspan13"
"Ttr","Apoa1"
"Ttr","Ngfr"
"Tyrobp","Klrd1"
"Tyrobp","Trem1"
"Ucn","Crhr1"
"Ucn","Crhr2"
"Ucn","Crhr1"
"Ucn2","Crhr1"
"Ucn2","Crhr2"
"Ucn2","Il10rb"
"Ucn2","Crhr1"
"Ucn3","Crhr1"
"Ucn3","Crhr2"
"Ucn3","Il10rb"
"Uts2","Uts2r"
"Uts2b","Sstr5"
"Uts2b","Uts2r"
"Vcam1","Ezr"
"Vcam1","Itga4"
"Vcam1","Itga9"
"Vcam1","Itgad"
"Vcam1","Itgb1"
"Vcam1","Itgb2"
"Vcam1","Itgb2l"
"Vcam1","Itgb7"
"Vcam1","Msn"
"Vcan","Cd44"
"Vcan","Egfr"
"Vcan","Itga4"
"Vcan","Itgb1"
"Vcan","Sell"
"Vcan","Selp"
"Vcan","Selplg"
"Vcan","Tlr2"
"Vegfa","Flt1"
"Vegfa","Gpc1"
"Vegfa","Kdr"
"Vegfa","Nrp1"
"Vegfa","Nrp2"
"Vegfb","Flt1"
"Vegfb","Kdr"
"Vegfb","Nrp1"
"Vegfb","Ret"
"Vegfc","Flt4"
"Vegfc","Kdr"
"Vegfc","Nrp2"
"Vegfc","Vipr2"
"Vegfd","Flt1"
"Vegfd","Flt4"
"Vegfd","Itga1"
"Vegfd","Itga2"
"Vegfd","Itga4"
"Vegfd","Itga5"
"Vegfd","Itga9"
"Vegfd","Itgb1"
"Vegfd","Kdr"
"Vegfd","Nrp2"
"Vgf","Ntrk1"
"Vip","Adcyap1r1"
"Vip","Sctr"
"Vip","Vipr1"
"Vip","Vipr2"
"Vsig10","Il6st"
"Vsir","Igsf11"
"Vsir","Vsig8"
"Vstm4","Mog"
"Vtcn1","Btla"
"Vtn","Itga2b"
"Vtn","Itga5"
"Vtn","Itga8"
"Vtn","Itgav"
"Vtn","Itgb1"
"Vtn","Itgb3"
"Vtn","Itgb5"
"Vtn","Itgb6"
"Vtn","Itgb8"
"Vtn","Kdr"
"Vtn","Plaur"
"Vtn","Pvr"
"Vtn","Tnfrsf11b"
"Vwf","Adamts13"
"Vwf","F8"
"Vwf","Gp1ba"
"Vwf","Gp1bb"
"Vwf","Gp5"
"Vwf","Gp9"
"Vwf","Itga2b"
"Vwf","Itgav"
"Vwf","Itgb3"
"Vwf","Tnfrsf11b"
"Wbp1","Ctla4"
"Wfikkn2","Igdcc3"
"Wfikkn2","Igdcc4"
"Wfikkn2","Prtg"
"Wif1","Ryk"
"Wnt1","Fzd1"
"Wnt1","Fzd3"
"Wnt1","Fzd8"
"Wnt1","Fzd9"
"Wnt1","Lrp5"
"Wnt1","Lrp6"
"Wnt1","Ror2"
"Wnt1","Ryk"
"Wnt10a","Fzd1"
"Wnt10a","Fzd10"
"Wnt10a","Fzd2"
"Wnt10a","Fzd3"
"Wnt10a","Fzd4"
"Wnt10a","Fzd5"
"Wnt10a","Fzd6"
"Wnt10a","Fzd7"
"Wnt10a","Fzd8"
"Wnt10a","Fzd9"
"Wnt10a","Lrp5"
"Wnt10a","Lrp6"
"Wnt10b","Fzd1"
"Wnt10b","Fzd10"
"Wnt10b","Fzd2"
"Wnt10b","Fzd3"
"Wnt10b","Fzd4"
"Wnt10b","Fzd5"
"Wnt10b","Fzd6"
"Wnt10b","Fzd7"
"Wnt10b","Fzd8"
"Wnt10b","Fzd9"
"Wnt10b","Lrp5"
"Wnt10b","Lrp6"
"Wnt11","Fzd3"
"Wnt11","Fzd6"
"Wnt11","Fzd7"
"Wnt11","Fzd8"
"Wnt11","Klrg2"
"Wnt11","Lrp6"
"Wnt11","Musk"
"Wnt16","Fzd1"
"Wnt16","Fzd10"
"Wnt16","Fzd2"
"Wnt16","Fzd3"
"Wnt16","Fzd4"
"Wnt16","Fzd5"
"Wnt16","Fzd6"
"Wnt16","Fzd7"
"Wnt16","Fzd8"
"Wnt16","Fzd9"
"Wnt16","Lrp5"
"Wnt16","Lrp6"
"Wnt2","Fzd1"
"Wnt2","Fzd2"
"Wnt2","Fzd3"
"Wnt2","Fzd4"
"Wnt2","Fzd5"
"Wnt2","Fzd7"
"Wnt2","Fzd8"
"Wnt2","Fzd9"
"Wnt2","Lrp5"
"Wnt2","Lrp6"
"Wnt2b","Fzd1"
"Wnt2b","Fzd10"
"Wnt2b","Fzd2"
"Wnt2b","Fzd3"
"Wnt2b","Fzd4"
"Wnt2b","Fzd5"
"Wnt2b","Fzd6"
"Wnt2b","Fzd7"
"Wnt2b","Fzd8"
"Wnt2b","Fzd9"
"Wnt2b","Lrp5"
"Wnt2b","Lrp6"
"Wnt3","Fzd1"
"Wnt3","Fzd7"
"Wnt3","Fzd8"
"Wnt3","Lrp6"
"Wnt3","Ror2"
"Wnt3","Ryk"
"Wnt3a","Apcdd1"
"Wnt3a","Fzd1"
"Wnt3a","Fzd2"
"Wnt3a","Fzd3"
"Wnt3a","Fzd5"
"Wnt3a","Fzd6"
"Wnt3a","Fzd7"
"Wnt3a","Fzd8"
"Wnt3a","Lrp1"
"Wnt3a","Lrp5"
"Wnt3a","Lrp6"
"Wnt3a","Ryk"
"Wnt4","Fzd1"
"Wnt4","Fzd10"
"Wnt4","Fzd2"
"Wnt4","Fzd3"
"Wnt4","Fzd4"
"Wnt4","Fzd5"
"Wnt4","Fzd6"
"Wnt4","Fzd7"
"Wnt4","Fzd8"
"Wnt4","Fzd9"
"Wnt4","Lrp5"
"Wnt4","Lrp6"
"Wnt4","Notch1"
"Wnt4","Smo"
"Wnt5a","Fzd1"
"Wnt5a","Fzd2"
"Wnt5a","Fzd3"
"Wnt5a","Fzd4"
"Wnt5a","Fzd5"
"Wnt5a","Fzd6"
"Wnt5a","Fzd7"
"Wnt5a","Fzd8"
"Wnt5a","Lrp5"
"Wnt5a","Lrp6"
"Wnt5a","Mcam"
"Wnt5a","Ror1"
"Wnt5a","Ror2"
"Wnt5a","Ryk"
"Wnt5b","Fzd1"
"Wnt5b","Fzd10"
"Wnt5b","Fzd2"
"Wnt5b","Fzd3"
"Wnt5b","Fzd5"
"Wnt5b","Fzd6"
"Wnt5b","Fzd7"
"Wnt5b","Fzd8"
"Wnt5b","Fzd9"
"Wnt5b","Klrg2"
"Wnt5b","Lrp5"
"Wnt5b","Lrp6"
"Wnt6","Fzd1"
"Wnt6","Fzd10"
"Wnt6","Fzd2"
"Wnt6","Fzd3"
"Wnt6","Fzd4"
"Wnt6","Fzd5"
"Wnt6","Fzd6"
"Wnt6","Fzd7"
"Wnt6","Fzd8"
"Wnt6","Fzd9"
"Wnt6","Lrp5"
"Wnt6","Lrp6"
"Wnt7a","Fzd10"
"Wnt7a","Fzd5"
"Wnt7a","Fzd7"
"Wnt7a","Fzd9"
"Wnt7a","Lrp6"
"Wnt7b","Adgra2"
"Wnt7b","Fzd1"
"Wnt7b","Fzd10"
"Wnt7b","Fzd2"
"Wnt7b","Fzd3"
"Wnt7b","Fzd4"
"Wnt7b","Fzd5"
"Wnt7b","Fzd6"
"Wnt7b","Fzd7"
"Wnt7b","Fzd8"
"Wnt7b","Fzd9"
"Wnt7b","Lrp5"
"Wnt7b","Lrp6"
"Wnt7b","Tmed5"
"Wnt8a","Fzd1"
"Wnt8a","Fzd10"
"Wnt8a","Fzd2"
"Wnt8a","Fzd3"
"Wnt8a","Fzd4"
"Wnt8a","Fzd5"
"Wnt8a","Fzd6"
"Wnt8a","Fzd7"
"Wnt8a","Fzd8"
"Wnt8a","Fzd9"
"Wnt8a","Lrp5"
"Wnt8a","Lrp6"
"Wnt8b","Fzd1"
"Wnt8b","Fzd10"
"Wnt8b","Fzd2"
"Wnt8b","Fzd3"
"Wnt8b","Fzd4"
"Wnt8b","Fzd5"
"Wnt8b","Fzd6"
"Wnt8b","Fzd7"
"Wnt8b","Fzd8"
"Wnt8b","Fzd9"
"Wnt8b","Lrp5"
"Wnt8b","Lrp6"
"Wnt9a","Chrna1"
"Wnt9a","Fzd1"
"Wnt9a","Fzd10"
"Wnt9a","Fzd2"
"Wnt9a","Fzd3"
"Wnt9a","Fzd4"
"Wnt9a","Fzd5"
"Wnt9a","Fzd6"
"Wnt9a","Fzd7"
"Wnt9a","Fzd8"
"Wnt9a","Fzd9"
"Wnt9a","Lrp5"
"Wnt9a","Lrp6"
"Wnt9a","Musk"
"Wnt9b","Chrna1"
"Wnt9b","Fzd1"
"Wnt9b","Fzd10"
"Wnt9b","Fzd2"
"Wnt9b","Fzd3"
"Wnt9b","Fzd4"
"Wnt9b","Fzd5"
"Wnt9b","Fzd6"
"Wnt9b","Fzd7"
"Wnt9b","Fzd8"
"Wnt9b","Fzd9"
"Wnt9b","Lrp5"
"Wnt9b","Lrp6"
"Xcl1","Adgrv1"
"Xcl1","Xcr1"
"Yars","Cxcr1"
"Zdhhc5","S1pr1"
"Znrf3","Fzd2"
"Znrf3","Fzd4"
"Znrf3","Fzd5"
"Znrf3","Fzd6"
"Znrf3","Fzd8"
"Znrf3","Lrp6"
"Zp3","Chrna7"
"Zp3","Egfr"
"Zp3","Mertk"
"Zp3","Mertk"
"Zpbp2","Cd80"
